name,affiliation,country
Andrew Mortensen,ARBOR NETWORKS,US
Andrew Ossipov,CISCO SYSTEMS INC,US
Andrew Partan,PARTAN LABS,US
Andrew Pearce,WINDSPRING INC,US
Andrew Pepperell,SILVERFLARE,GB
Andrew Qu,MEDIATEK INC,US
Andrew Regenscheid,U.S. DEPARTMENT OF COMMERCE,US
Andrew Sago,BRITISH TELECOMMUNICATIONS PLC,GB
Andrew Smith,CISCO SYSTEMS INC,US
Andrew Stone,NOKIA,CA
Andrew Whalley,GOOGLE,US
Andrew White,ICANN,ZA
Andrewmasud Masud,PRIVATE,IN
Andrey Elperin,KYIVSTAR,UA
Andrey Lukyanenko,AALTO UNIVERSITY,FI
Andrey Popov,MICROSOFT,US
Andrii Shevtsov,NATIONAL COMMISSION FOR THE STATE REGULATION OF COMMUNICATIONS,UA
Andris Villarroel,FONEXA,AR
Andy Bierman,"YUMAWORKS, INC.",US
Andy Ekow Mensah,KNUST,GH
Andy Fidler,BRITISH TELECOMMUNICATIONS PLC,GB
Andy Gospodarek,BROADCOM CORP,US
Andy Koch,HOYOS CONSULTING,US
Andy Pitts,BRITISH TELECOMMUNICATIONS PLC,GB
Andy Reid,BRITISH TELECOMMUNICATIONS PLC,GB
Aneerav Sukhoo,CENTRAL INFORMATION SYSTEMS DIVISION,MU
Anees Narsinh,NUMETRA INC,US
Anees Shaikh,GOOGLE,US
Aneesh Mulye,GEORGIA INSTITUTE OF TECHNOLOGY,US
Anenya Kafui,WANAM INTERNATIONAL,TG
Angela Rodriguez,UNICAUCA,CO
Angeles Vazquez-Castro,AUTONOMOUS UNIVERSITY OF BARCELONA,ES
Angelique Faye Loe,ROYAL HOLLOWAY UNIVERSITY OF LONDON,GB
Angelique Finan,"VERISIGN INTERNATIONAL HOLDINGS, INC.",US
Angelique Weeks,LIBERIA TELECOMMUNICATIONS AUTHORITY,LR
Anggie Briceno,INTERNEXA,AD
Angie Graves,"WEB GROUP, INC.",US
Anguyo Paul,BOSCOUGANDA,UG
Anicet Claude Andjouat,OMAR BONGO UNIVERSITY,GA
Anil Jangam,CISCO SYSTEMS INC,US
Anil Kumar Nayini,ECI TELECOM,IN
Anil Kumar S N,RTBRICK INC.,IN
Anil Madhavapeddy,UNIVERSITY OF CAMBRIDGE,GB
Anil Sagar,SEOCZAR,ID
Anil Srivastava,"SUN MICROSYSTEMS, INC.",US
Anilkumar Srirangapatna Nagesh,HUAWEI TECHNOLOGIES,IN
Aninda Chatterjee,CISCO SYSTEMS INC,IN
Aninwaa Boakye-Dankwa,UNAG OR GUNA,GH
Aniruddh Rao Kabbinale,UNIVERSITY OF CAMBRIDGE,GB
Anis Laouiti,TELECOM SUD PARIS,FR
Anis Tanakh,SKYNET TUNISIA,TN
Anish Peter,INFINERA CORP,IN
Anissa Bhar,ISET CHARGUIA,TN
Anissa Bhar Ep Fakhfakh,HIGHER INSTITUTE OF TECHNOLOGY STUDIES CHARGUIA,TN
Anita Hazenberg,INTERPOL,SG
Anita Patankar-Stoll,NSC,US
Anitelu Toimoana,"GOVERNMENT OF TONGA, MINISTRY OF MEIDECC",TO
Anja Feldmann,TECHNICAL UNIV. OF BERLIN,DE
Anjani Bhatnagar,AMITY UNIVERSITY,IN
Ankit Jain,HUAWEI TECHNOLOGIES,IN
Ankit Kumar Sinha,HUAWEI TECHNOLOGIES,IN
Ankur Dubey,VMWARE,US
Ankur Jain,GOOGLE,US
Anm Zaheduzzaman Sarker,ERICSSON AB,SE
Ann Krieger,U.S. DEPARTMENT OF DEFENSE,US
Anna Brunstrom,KARLSTAD UNIVERSITY,SE
Anna Charny,CISCO SYSTEMS INC,US
Anna Kryzhanivska,"COMMITTEE ON INFORMATIZATION AND COMMUNICATIONS, PARLIAMENT",UA
Anna Maria Mandalari,UNIVERSITY CARLOS III OF MADRID,ES
Anna Sperotto,UNIVERSITY OF TWENTE,NL
Annabelle Backman,AMAZON,US
Annalisa Roger,SAN FRANCISCO BAY AREA INTERNET SOCIETY,US
Annamaria Fulignoli,ERICSSON AB,IT
Anne Bennett,CONCORDIA UNIVERSITY,CA
Anne Van Bemmelen,SIDN,NL
Anne Van Kesteren,MOZILLA FOUNDATION,CH
Anne-Rachel Inne,AFRINIC,MU
Anni Wei,HUAWEI TECHNOLOGIES,CN
Anoop Ghanwani,DELL COMPUTER,US
Anoop Kumar Pandey,CENTRE FOR DEVELOPMENT OF ADVANCED COMPUTING,IN
Anooshiravan Saboori,MICROSOFT,US
Anshuman Sharma,"GL BAJAJ GROUP OF INSTITUTION, MATHURA",IN
Anssar Altimimi,U.S. DEPARTMENT OF DEFENSE,IR
Anssi Turkulainen,TKK COMNET,FI
Anthony Agyarko,BENZII LAB ELECTRONICS VENTURES,GH
Anthony Eden,DNSIMPLE,US
Anthony Faust,NETMONDI,CA
Anthony Grieco Grieco,CISCO SYSTEMS INC,US
Anthony Lambert,ORANGE SA,FR
Anthony Magee,ADVA OPTICAL NETWORKING,GB
Anthony Mancuso,GOOGLE,US
Anthony Nadalin,MICROSOFT,US
Anthony Pike,CSC,US
Anthony Rutkowski,YAANA LTD,GB
Anthony Stover,TRIDEA WORKS LLC,US
Anthony Turner,BRITISH BROADCASTING CORPORATION,GB
Antoine Bernard,TELECOM SUD PARIS,FR
Antoine Marie Tchoukouani,ETS TCHOUKOUANI,CM
Antoine Patte,SCALITY,FR
Anton Baskov,RIPE NCC,RU
Anton Elita,INTELIQUENT,DE
Anton Ivanov,CAMBRIDGE GREYS LIMITED,GB
Anton Limbo,UNIVERSITY OF NAMIBIA,NA
Anton Matsiuk,NEC CORPORATION,DE
Anton Tkacik,PANTHEON TECHNOLOGIES,SK
Antoni Przygienda,JUNIPER NETWORKS,US
Antonin Bas,ECOLE POLYTECHNIQUE,FR
Antonio Gamba-Bari,IXMAPS,CA
Antonio Iera,UNIVERSITY OF REGGIO CALABRIA,IT
Antonio Jara,UNIVERSITY OF MURCIA,ES
Antonio Lima,UNIVERSIDADE FEDERAL DE ALAGOAS,BR
Antonio Mansogo Ndong Chele,MINISTERIO DE TELECOM Y NUEVAS TECNOLOGIAS,GQ
Antonio Medina,ACUI,CO
Antonio Prado,SBTAP,IT
Antonio Rosario Veloz,SANROR INTERNACIONAL,DO
Antonio Vicente,GOOGLE,US
Antonio Villarroel,UPEL,VE
Antonius Walter,WARRIES TECHNO,NA
Antti Kolehmainen,TAMPERE UNIVERSITY,FI
Antti Maekelae,AALTO UNIVERSITY,FI
Anuj Sehgal,UNIVERSITY OF BREMEN,DE
Anum Khurshid,RISE,SE
Anunya Tuppawong,GOOGLE,MN
Anuoluwapo Adesanya,"UNIVERSITY OF BENIN, UGBOWO, BENIN CITY,EDO STATE, NIGERIA",NG
Anura Jayasumana,COLORADO STATE UNIVERSITY,US
Anurag Vijay Agrawal,VED INTERNATIONAL SOCIETY,IN
Anurudh Kumar,PONDICHERY UNIVERSITY,IN
Anvar Durmanov,BLUECAT NETWORKS,CA
Anvouli Ouabari Prosper Anvouli Ouabari Prosper,DRTV.NET,BR
Anwar Walid,LUCENT TECHNOLOGIES,US
Anwuli Odume,STV TECHNOLOGY LIMITED,NG
Aphirak Jansang,KASETSART UNIVERSITY,TH
Apiyo Eunice,BOSCO UGANDA,UG
Apoorv Shukla,TECHNICAL UNIV. OF BERLIN,DE
Apostol Vassilev,U.S. DEPARTMENT OF COMMERCE,US
Apphia Jeyaraj,FCI,IN
Apratim Mukherjee,KEYSIGHT TECHNOLOGIES,IN
Aquin Mathai,JUNIPER NETWORKS,IN
Arash Molavi Kakhki,THOUSANDEYES,US
Arata Koike,NTT,JP
Arden Packeer,CISCO SYSTEMS INC,AU
Ari Keraenen,ERICSSON AB,FI
Ariff Premji,"ARISTA NETWORKS, INC.",US
Arifumi Matsumoto,NTT,JP
Arifumi Yamaya,FURUKAWA ELECTRIC,JP
Aris Lambrianidis,AMS-IX B.V.,NL
Aristeidis Lambrianidis,AMS-IX B.V.,NL
Aristides Staikos,US ARMY CERDEC,US
Arjen Holtzer,TNO - NETHERLANDS ORGANIZATION FOR APPLIED SCIENTIFIC RESEARCH,NL
Arjuna Sathiaseelan,GAIUS NETWORKS,US
Arkadiy Gulko,REFINITIV,US
Arle Lommel,CSA RESEARCH,US
Arleen Elliott,ERICSSON AB,US
Arlyss Engebretson,GOOGLE,MN
Armando Caro,BBN CORPORATION,US
Armando Quiroga Montero,CLARO PERU,PE
Armen Aghasaryan,NOKIA,FR
Arnar Birgisson,GOOGLE,US
Arnaud Kaiser,IRT SYSTEMX,FR
Arnaud Legout,INRIA INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE,FR
Arne Oslebo,UNINETT,NO
Arnis Slempers,CISCO SYSTEMS INC,CA
Arno Bakker,VRIJE UNIVERSITEIT,NL
Aron Silverton,"SUN MICROSYSTEMS, INC.",US
Arran Cudbard-Bell,FREERADIUS,GB
Arsalan Tavakoli,UNIVERSITY OF CALIFORNIA - BERKELEY,US
Artem Gavrichenkov,QRATOR LABS,CZ
Arthi Ayyangar,ARRCUS,US
Arthur Atangana,ERICSSON AB,CA
Arthur Jacobs,FEDERAL UNIVERSITY OF RIO GRANDE DO SUL,BR
Arthur Lacoste,CISCO SYSTEMS INC,FR
Artur Hecker,HUAWEI TECHNOLOGIES,DE
Artur Makutunowicz,LINKEDIN,US
Arturo Servin,GOOGLE,CH
Artyom Gavrichenkov,QRATOR LABS,CZ
Arun Lakhotia,UNIVERSITY OF LOUISIANA AT LAFAYETTE,US
Arun Thiagarajan,LINKEDIN,IN
Arun Viswanathan,JUNIPER NETWORKS,US
Arunkumar Arumuganainar,TATA COMMUNICATIONS,GB
Arunprabhu Kandasamy,ACKLIO,FR
Arvind Narayanan,PRINCETON UNIVERSITY,US
Arzak Khan,INTERNET POLICY OBSERVATORY PAKISTAN,PK
Asad Ramzanali,OFFICE OF U.S. REP. ANNA ESHOO,US
Asadul Hasan,ARYAKA NETWORKS,IN
Asanga Udugama,UNIVERSITY OF BREMEN,DE
Asari Nishi,"HOKURIKU TELECOMMUNICATION NETWORK CO.,INC",JP
Aseem Choudhary,CISCO SYSTEMS INC,US
Asgeir Eiriksson,CHELSIO COMMUNICATIONS INC,CA
Asher Shiratzky,RADVISION,IL
Ashesh Mishra,SES NETWORKS,US
Ashish Nigam,TECHNICAL UNIVERSITY OF DELFT,NL
Ashish Tamanag,SAJHA FOUNDATION,AF
Ashish Tamang,SAJHA FOUNDATION,NP
Ashley Mcgetrick,IMAGINING THE INTERNET,US
Ashmith Kifah Sheik Meeran,CYBERSTORM.MU,MU
Ashok Ashok,NARWANA,AG
Ashok Narayanan,CISCO SYSTEMS INC,US
Ashutosh Gupta,AVI NETWORKS,US
Ashvatth Lakshmanan,"VERISIGN INTERNATIONAL HOLDINGS, INC.",US
Ashwin Murali Thanalapati,ZOOMCAR,IN
Ashwin Rangan,ICANN,US
Ashwin Rao,INRIA INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE,FR
Asim Taj,CMPAK LIMITED,PK
Asim Zaheer,MENTOR GRAPHICS,PK
Asit Chakraborti,HUAWEI TECHNOLOGIES,US
Ask Hansen,APPLE INC.,US
Assadulllah Sultanzai,ROSHAN TDCA GSM INC,AF
Asya Mitseva,RWTH AACHEN UNIVERSITY,DE
Atanu Ghosh,KEMP,US
Athanasios Kyparlis,KUATRO TECHNOLOGIES,US
Athirah Rosli,UNIVERSITI UTARA MALAYSIA,MY
Atif Khan,JUNIPER NETWORKS,US
Atif Wasi,"ARISTA NETWORKS, INC.",US
Atle Monrad,ERICSSON AB,NO
Atsushi Kobayashi,NTT,JP
Atsushi Nishita,KANAZAWA UNIVERSITY,JP
Atsushi Ooka,NICT - NATIONAL INSTITUTE FOR INFORMATION AND COMMUNICATIONS TECHNOLOGY,JP
Atsushi Sato,YOKOGAWA ELECTRIC CORPORATION,US
Attila Takacs,ERICSSON AB,HU
Atuya Mac-Collins,MULTITUDES INVESTMENT LIMITED,NG
Audric Schiltknecht,VIAGENIE,CA
August Betzler,UNIVERSITAT POLITECNICA DE CATALUNYA,ES
Augustine Koliego,"ITA LIBERIA, INC.",LR
Augustine Noi,UNIVERSITY OF PROFESSIONAL STUDIES,GH
Aurelius David,INDEVIDUAL,AD
Austin Hounsel,PRINCETON UNIVERSITY,US
Auwal Tata,"CENTRE FOR INFORMATION TECHNOLOGY, BAYERO UNIVERSITY KANO",NG
Avantika Avantika,ECI TELECOM,IN
Avi Lior,BRIDGEWATER SYSTEMS,CA
Avinash Das,JITM,IN
Avinash Gokhool,AFRINIC,MU
Avishek Kumar,MCKV INSTITUTE OF ENGINEERING,IN
Aviv Kfir,"MELLANOX TECHNOLOGIES, INC",IL
Avodo Patrice,MINISTRY OF EXTERNAL RELATIONS,CM
Avoy Nanda,SNAPROUTE INC.,US
Avri Doria,APC,US
Avshalom Houri,IBM,IL
Axel Clauberg,DEUTSCHE TELEKOM AG,DE
Axel Dahlberg,"QUTECH, TU DELFT",NL
Axel Nennker,DEUTSCHE TELEKOM AG,DE
Axel Pawlik,RIPE NCC,NL
Ayachika Kitazaki,SOFTBANK MOBILE CORP.,JP
Ayan Aich,KAZIRANGA UNIVERSITY,IN
Ayan Banerjee,CISCO SYSTEMS INC,US
Ayan Mukherjee,MALLABHUM INSTITUTE OF TECHNOLOGY,IN
Ayat Zaki Hindi,INRIA INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE,FR
Ayesha Akhter,MCKV INSTITUTE OF ENGINEERING,IN
Ayi Ayi Akiba,CROSS RIVER UNIVERSITY OF TECHNOLOGY,NG
Aynalem Gebreegziabher,"MINISTRY OF COMMUNICATION AND IT, ETHIOPIA",ET
Ayodeji Adebayo,INOVICS DIGITAL TECHNOLOGIES,NG
Ayomipo Solaja,UNIVERSITY OF LAGOS,NG
Ayumu Yasuda,NTT,JP
Azael Fernandez,UNAM,MX
Azael Fernandez Alcantara,UNAM,MX
Azeez Zakariyau,EKO-KONNECT,NG
Azhar Sayeed,"RED HAT, INC.",US
Azmath Hussain Khan Mohammed,I- EDGE TECHNOLOGIES,ID
Azmath Hussain Khan Mohammed,I- EDGETECHNOLOGIES,IN
Azmath Hussain Khan Mohammed,I-EDGETECHNOLOGIES,ID
B Jaiganesh,SATHYABAMA UNIVERSITY,IN
Baba Dit Bandjini Kassibo,AGETIC,ML
Baba Halaou Plia,FAMIB,ML
Babatunde Abiodun Ogunsugba,RIGHTSTRIDES SERVICES,PR
Babou Touray,GAMBIA TELECOMMUNICATIONS COMPANY LIMITED,GM
Baccelli Emmanuel,INRIA INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE,FR
Bachir Guemraoui,ENMTP,DZ
Badamsuren Byambaakhuu,COMMUNICATIONS AND INFORMATION TECHNOLOGY AUTHORITY,MN
Bahaeldin Toman,"PALESTINIAN NATIONAL INTERNET NAMING AUTHORITY, PNINA.",PS
Bahodir Vahobov,AZU,UZ
Bakalas Nee Malonga Nsona Josephine,CONSEIL SUPERIEUR DE LA LIBERTE DE COMMUNICATION,CG
Bakarr Tarawally,MINISTRY OF INFORMATION AND COMMUNICATIONS,SL
Bakary Diarra,LARIT,CI
Balagangatharan Pandiyan,XEROX CORPORATION,IN
Balaji Pitta Venkatachalapathy,CISCO SYSTEMS INC,US
Balaji Rajagopalan,JUNIPER NETWORKS,IN
Balaji Venkat Venkataswami,"GAVS TECHNOLOGIES, CHENNAI, INDIA",IN
Balasundaram Kannan,PERFECT MACHINERY AND SPARES,IN
Balavinayagamoorthy Sivabalaghan,MATRIX INFOSOLUTIONS PRIVATE LIMITED,IN
Balazs Kreith,CALLSTATS OY,FI
Balazs Lengyel,ERICSSON AB,HU
Balazs Varga,ERICSSON AB,HU
Balint Uveges,NOKIA,HU
Ballah Fahnbulleh,LIBERIA FOOTBALL ASSOCIATION,LR
Balu Deokate,UNIVERSITY OF LJUBLJANA,SI
Bamba Bengaly,SOCIETE INFORMATIQUE ET DISTRIBUTION,CI
Ban Al-Bakri,MEADOWCOM,FR
Banchale Adhi Gufu,COMMUNICATIONS AUTHORITY OF KENYA,KE
Bangura Yamba Abdul,GIET COLLEGE,GH
Banthita Limwilai,TRIPLE THREE BOARDBAND,TH
Baosheng Wang,NATIONAL UNIVERSITY OF DEFENSE TECHNOLOGY,CN
Barak Gafni,"MELLANOX TECHNOLOGIES, INC",US
Barbara Day,BENEFICAURY,US
Barbara Fraser,CISCO SYSTEMS INC,US
Barbara Roseman,ICANN,US
Barbara Van Schewick,STANFORD UNIVERSITY,US
Barbara Wabwire,XANDA CONSULT,UG
Barbra Lakot,BOSCO UGANDA,UG
Bardley King,SCALITY,FR
Barkati A,LOURABI YOUCEF,DZ
Barkha Bahl,DELHI INSTITUTE OF ADVANCED STUDIES,IN
Barnabas Babatunde,UNIVERSITY OF LAGOS,NG
Barrie Hall,TELSTRA CORPORATION LIMITED,AU
Barry Constantine,JDSU - STORAGE NETWORK TEST,US
Barry Greene,AKAMAI TECHNOLOGIES,US
Barry Leiba,HUAWEI TECHNOLOGIES,US
Bart De Wilde,NOKIA,SG
Bart Peirens,PROXIMUS,BE
Bart Puype,UNIVERSITY OF GHENT,BE
Bashar Jahjah,DATA SCOPE,SY
Basheerhamad Shadrach,WORLD WIDE WEB FOUNDATION,IN
Bashir Gwandu,NCC-NIGERIA,NG
Basile Bluntschli,WLAN-PARTNER.COM AG,CH
Bastiaan Wissingh,TNO - NETHERLANDS ORGANIZATION FOR APPLIED SCIENTIFIC RESEARCH,NL
Bastien Mainaud,ITRON,FR
Beatrice Martini,HARVARD UNIVERSITY,DE
Beaudelaire Martial Sobgue,G-SONC SARL,CM
Becca Nitzan,JUNIPER NETWORKS,US
Bede Mccall,"MITRE CORPORATION, THE",US
Behrouz Abbas Zadeh,ITO,IR
Beichuan Zhang,UNIVERSITY OF ARIZONA,US
Belkacem Teibi,INRIA INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE,FR
Bello Jada,NIGERIAN COMMUNICATIONS COMMISSION,NG
Belly Siinn-Dauevl,C.P.S.,SS
Ben Benjamin,UNIVERSITY OF JOS,NG
Ben Campbell,"STANDARD VELOCITY, LLC",US
Ben Chase,WISCNET,US
Ben Kochie,GOOGLE,US
Ben Kyemba Kitimbo,RESEARCH AND EDUCATION NETWORK FOR UGANDA,UG
Ben Laurie,GOOGLE,GB
Ben Lee,HONG KONG INTERNET REGISTRATION CORPORATION LIMITED,HK
Ben Maddison,WORKONLINE COMMUNICATIONS,ZA
Ben Mohamed Said Abdou,COMORES TELECOM,KM
Ben Niven-Jenkins,NOKIA,GB
Ben Pedersen,KASKADIAN,US
Ben Wright,METASWITCH NETWORKS LTD.,GB
Benak Patel M P Patel,JNNCE,IN
Bence Beky,GOOGLE,US
Bence Biky,GOOGLE,US
Bengt Ahlgren,RISE SICS,SE
Bengt Neiss,NATIONAL LIBRARY OF SWEDEN,SE
Benjamin Akinmoyeje,NUST,NA
Benjamin Baafi,UPSA,GH
Benjamin Beurdouche,INRIA INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE,FR
Benjamin Damm,ITRON,US
Benjamin Greenstein,GOOGLE,US
Benjamin Hesmans,TESSARES,BE
Benjamin Kaduk,AKAMAI TECHNOLOGIES,US
Benjamin King,HEALTHSTEPS,US
Benjamin Odoi-Lartey,"COMPUTER SCIENCE DEPARTMENT, KNUST",GH
Benjamin Oshrin,SPHERICAL COW GROUP,US
Benjamin Otu-Akyeampong,BUSYINTERNET GHANA LIMITED,GH
Benjamin Paterson,ECOLE POLYTECHNIQUE,FR
Benjamin Reichel,FRAUNHOFER GESELLSCHAFT,DE
Benjamin Schwartz,GOOGLE,US
Benjamin Sugg,PELLISSIPPI STATE COMMUNITY COLLEGE,US
Benjamin Tertereau,KEREVAL,FR
Benjamin Turkus,NEW YORK PUBLIC LIBRARY,US
Benjamin Wilson,DIGICERT,US
Benjz Gerard Sevilla,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY,PH
Bennett Cyphers,EFF,US
Benno Overeinder,NLNET LABS,NL
Benny Halevy,"PRIMARY DATA, INC",IL
Benny Koren,"MELLANOX TECHNOLOGIES, INC",IL
Benoit Lourdelet,JUNIPER NETWORKS,FR
Benoit Ponsard,SIGFOX,FR
Benoit Viguier,RADBOUD UNIVERSITY,NL
Benson Schliesser,"BROCADE COMMUNICATIONS SYSTEMS, INC",US
Bernadette Lewis,CARIBBEAN TELECOMMUNICATIONS UNION,TT
Bernard Aboba,MICROSOFT,US
Bernard Adjei,UNIVERSITY OF PROFESSIONAL STUDIES ACCRA,GH
Bernard Annor,STUDENT. UNIVERSITY OF PROFESSIONAL STUDIES ACCRA,GH
Bernard Desruisseaux,ORACLE,CA
Bernard Hammer,SIEMENS AG,DE
Bernard Sales,NOKIA,BE
Bernard Samanya,KSCL,UG
Bernard Shibwabo,STRATHMORE UNIVERSITY,KE
Bernard Tuy,RENATER,FR
Bernard Tyers,INDEPENDENT USABILITY RESEARCHER,IE
Bernard Volz,CISCO SYSTEMS INC,US
Bernardo Altamirano,TELUS COMMUNICATIONS INC,CA
Bernardo Innocenti,GOOGLE,JP
Bernd Linowski,NOKIA SIEMENS NETWORKS,DE
Bernd Reuther,UNIVERSITAET KAISERSLAUTERN,DE
Bernice Kibet,SAFARICOM LIMITED,KE
Bernie Hoeneisen,UCOM.CH,CH
Bernie Volz,CISCO SYSTEMS INC,US
Bert Greevenbosch,HUAWEI TECHNOLOGIES,CN
Bert Hubert,POWERDNS,NL
Bertnell Richards,BRAINSTREET GROUP INC,GY
Bertrand Louveau,AFNIC,FR
Bertrand Mathieu,ORANGE SA,FR
Bertrand Plastic Nguembou Fondja,DAC SARL,CM
Bertrand Weber,ORANGE SA,US
Bethan Charnley,OXFORD INTERNET INSTITUTE,GB
Bev Corwin,"BEV CORWIN, CONSULTANT",US
Bhadresh Patel,BLUECROSS BLUESHIELD ASSOCIATION,US
Bharadwaj Choudhury,KAZIRANGA UNIVERSITY,IN
Bharat Saraswal,HUAWEI TECHNOLOGIES,IN
Bharath Meduri,HUAWEI TECHNOLOGIES,IN
Bhargav Bhikkaji,DELL COMPUTER,US
Bharti Bansal,AMITY UNIVERSITY,IN
Bharti Chauhan,DELHI INSTITUTE OF ADVANCED STUDIES,IN
Bhavani Parise,CISCO SYSTEMS INC,US
Bhavin Suthar,PATEL INFRASTRUCTURE PVT. LTD.,IN
Bhavit Shah,"HUGHES NETWORK SYSTEMS, LLC",US
Bhupendra Yadav,CIENA CORP,CA
Bhupesh Kothari,JUNIPER NETWORKS,US
Bhuvaneswaran Vengainathan,VERYX TECHNOLOGIES,IN
Bi Zan Yann Junior Koue,CIE,CI
Biao Lu,INFINERA CORP,US
Bikramjit Singh,ERICSSON AB,FI
Bilal Raza,INDIVIDUAL,PK
Bilal Zafar,AJOU UNIVERSITY,KR
Bile Reni Fabrice,EVTC,CM
Bilhanan Silverajan,TAMPERE UNIVERSITY,FI
Bill Fenner,"ARISTA NETWORKS, INC.",US
Bill Frimpong,KNUST,GH
Bill Jensen,"UNIVERSITY OF WISCONSIN, MADISON",US
Bill Okocha,BESTIS GLOBAL LIMITED,NG
Bill Shetti,STORM VENTURES,US
Bill Silverajan,TAMPERE UNIVERSITY,FI
Bill Trageser,CAREFIRST,US
Bin Da,HUAWEI TECHNOLOGIES,CN
Bin Fu,CHINA TELECOM CORPORATION LIMITED,CN
Bin Wen,COMCAST,US
Bin Yeong Yoon,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KR
Bin Zhuge,ZHEJIANG GONGSHANG UNIVERSITY,CN
Binay Kumar,"CENTRAL UNIVERSITY OF RAJASTHAN, INDIA",IN
Bindhumadhava Bapu,CENTRE FOR DEVELOPMENT OF ADVANCED COMPUTING,IN
Bing Huang,ZTE,CN
Bing Li,CONCORDIA UNIVERSITY,CA
Bing Liu,HUAWEI TECHNOLOGIES,CN
Bingyang Liu,HUAWEI TECHNOLOGIES,CN
Binta Nyassi,QNET,GM
Birendro Roy,GOOGLE,US
Birgit Witschurke,DEUTSCHE TELEKOM AG,DE
Bisong Tao,HUAWEI TECHNOLOGIES,US
Bithika Khargharia,EXREME NETWORKS,US
Biyi Lin,HUAWEI TECHNOLOGIES,CN
Bjoern Metzdorf,APPLE INC.,US
Bjorn Aannestad,UNBOUNDID,US
Bjorn Hansson,COMPRICER AB,SE
Bjorn Hjelm,VERIZON,US
Bjorn Karlsson,SPRINT CORPORATION,SE
Bjorn Mellem,GOOGLE,US
bkfgjwyc eekvhuij,ACUNETIX,AE
Blaise Tokem,BTOKEM EVENTS CONCEPT,CM
Blake Matheny,FACEBOOK,US
Blanchard Pakayongo,FAP-NTIC,BZ
Blessings Msowoya,MALAWI SUSTAINABLE NETWORK PROGRAMME,MW
Bo Burman,ERICSSON AB,SE
Bo Hu,BEIJING UNIVERSITY OF POSTS AND TELECOMMUNICATIONS,CN
Bo Wu,HUAWEI TECHNOLOGIES,CN
Bo Zhou,CMCC - CHINA MOBILE COMMUNICATIONS CORPORATION,CN
Boakye Gideon,UNIYAT I T,GH
Boaz Harrosh,PANASAS,US
Bob Boone,WHRO-TV,US
Bob Briscoe,CABLELABS,GB
Bob Hinden,CHECK POINT SOFTWARE,US
Bob Salmi,ROUTING DYNAMICS INC.,US
Bob Sleigh,BRITISH TELECOMMUNICATIONS PLC,GB
Bobby Cates,NASA,US
Bobby Gondara,GENERAL MOTORS COMPANY,US
Bodo Moeller,GOOGLE,CH
Boerje Ohlman,ERICSSON AB,SE
Boilliam Saner,HOME ADVISOR IOT NETWORK,CA
Boku Kihara,LEPIDUM CO. LTD.,JP
Bolaji Awolaja,STV TECHNOLOGY LIMITED,NG
Bolarinwa Thomas Oluwadare,STV TECHNOLOGY LIMITED,NG
Boon Leong Goh,STARHUB LIMITED,SG
Boonchai Ngamwongwattana,NECTEC,TH
Boris Gartner,ARCEP,FR
Boris Grozev,ATLASSIAN,US
Boris Khasanov,HUAWEI TECHNOLOGIES,RU
Boris Nechaev,HELSINKI INSTITUTE FOR INFORMATION TECHNOLOGY,FI
Boris Pilka,IFNE SOFTWARE,SK
Boris Zhang,TELUS COMMUNICATIONS INC,CA
Boris Zouneme,LARIT,CI
Borislav Lukovic,NUDESIGN TECHNOLOGIES INC.,CA
Borzou Afshar,NBC UNIVERSAL,US
Bouadma Nouredine,ORANGE SA,FR
Bouthors Nicolas,QOSMOS,FR
Bow-Nan Cheng,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,US
Bowen Bob,BOWEN CENTER,US
Brad Biddle,BIDDLE LAW PC,US
Brad Dreisbach,NTT,US
Brad Lassey,GOOGLE,US
Brad Verd,"VERISIGN INTERNATIONAL HOLDINGS, INC.",US
Bradford Lassey,GOOGLE,US
Bradley Fidler,STEVENS INSTITUTE OF TECHNOLOGY,US
Bradley Hill,PAYPAL,US
Bradley Marden,INTERPOL,SG
Bradley Penoff,UNIVERSITY OF BRITISH COLUMBIA,CA
Bradley Thornton,NORTHTECH COMPUTER,US
Brady Eidson,APPLE INC.,US
Bram Van Den Bosch,GREENPEAK,BE
Brandford Johnson,ERICSSON AB,ES
Brandon Mills,THE MILLS PRESTIGE,US
Brandon Williams,AKAMAI TECHNOLOGIES,US
Brandon Zeitner,LOGIK CORPORATION,US
Branimir Rajtar,HRVATSKI TELEKOM,HR
Braxton Perkins,NBC UNIVERSAL,US
Brenda Lyons,NASA,US
Brenda Nyanamba,KENIC-KENYA NETWORK INFORMATION CENTER,KE
Brendan Fee,EXREME NETWORKS,US
Brendan Long,CABLELABS,US
